@relation 'generators.SEAGenerator -f 2 -i 2'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {groupA,groupB}

@data
9.322972,1.899398,7.081445,groupB
4.791798,0.612217,0.129448,groupA
0.745039,7.674196,6.42784,groupB
6.374313,4.427757,5.883665,groupB
6.471269,5.569811,2.435477,groupB
8.938727,3.181646,3.501195,groupB
7.116472,1.411648,9.312203,groupB
7.933193,8.66084,4.964957,groupB
4.972271,8.570606,0.839045,groupB
2.345041,0.606376,2.892239,groupA
9.202491,9.517058,5.541513,groupB
9.767512,4.291717,0.276421,groupB
1.994407,9.959416,4.39558,groupA
2.271342,0.351571,1.747104,groupA
3.303078,6.325311,2.68453,groupB
8.220838,1.656893,4.854048,groupA
0.536845,2.637384,4.722949,groupA
4.74974,5.900193,1.546064,groupB
1.824751,6.366298,0.030561,groupB
8.180608,4.635416,8.100964,groupB
2.53913,0.312077,6.551566,groupA
6.615258,4.358023,1.379514,groupB
0.023001,7.557517,2.914943,groupB
3.845205,3.056823,8.136968,groupB
5.03661,7.454577,4.258901,groupB
5.140914,7.570966,4.966583,groupB
4.911964,8.581022,4.258682,groupB
9.948427,6.225319,8.591808,groupB
8.593,8.710682,2.028269,groupB
5.933203,1.879571,8.028235,groupB
1.969273,3.78965,2.571342,groupA
2.521358,0.855284,6.29569,groupA
4.206726,6.937648,4.5338,groupB
4.522702,5.066348,1.665143,groupB
1.40992,8.006053,0.216141,groupB
2.780882,3.632365,5.818093,groupA
8.830081,5.264475,8.781588,groupB
6.278438,0.838483,9.732159,groupB
1.684713,8.284514,8.449598,groupB
9.20299,3.504098,7.902044,groupB
9.787886,2.309402,3.363842,groupA
6.527075,8.802533,9.567912,groupA
9.189178,4.953396,1.244024,groupB
7.33242,3.431897,2.13127,groupB
2.557858,7.271034,9.387085,groupB
4.680114,0.518238,5.722748,groupA
0.504318,3.492503,5.142547,groupA
4.680883,0.438609,1.966641,groupA
3.494046,4.220957,6.789202,groupB
4.844414,3.273723,8.391956,groupB
4.731829,6.565856,9.189972,groupB
6.176407,6.567766,9.129106,groupB
1.64735,1.091187,0.82952,groupA
0.862091,2.831206,0.434311,groupA
6.377325,9.960908,6.478797,groupB
0.266704,0.005966,7.441019,groupA
0.466858,6.938525,9.980845,groupB
6.512898,3.896477,5.437049,groupB
3.863796,1.508779,6.04246,groupA
4.889468,3.751155,6.136882,groupA
8.049627,1.792731,8.125998,groupB
5.201886,3.53138,1.045218,groupB
0.05544,1.098807,2.055161,groupA
8.260299,0.448113,3.507729,groupB
2.035835,2.312998,9.31115,groupB
6.80248,3.439437,6.442067,groupB
1.414674,6.570692,2.741057,groupA
0.671514,3.438485,1.958691,groupA
4.105458,6.487925,1.87523,groupB
9.353993,4.012703,5.653011,groupB
3.721649,2.078449,7.580658,groupA
8.338147,0.734827,0.263764,groupB
7.300548,4.462207,3.693482,groupB
7.415568,7.453424,2.422424,groupB
9.118773,6.075829,1.698023,groupB
8.585356,6.044114,2.341127,groupB
3.645831,5.346395,0.77261,groupB
7.416943,2.116771,1.422701,groupB
0.909398,7.570135,6.431698,groupB
1.377532,7.622249,0.310937,groupB
7.435921,1.496108,5.336918,groupB
9.150335,2.618843,1.110059,groupB
5.690172,5.021344,5.591959,groupB
6.095552,5.592349,3.218663,groupA
2.359606,9.509215,5.76563,groupB
5.415971,4.094375,7.721388,groupB
3.52482,9.111032,5.687177,groupA
4.545494,3.329887,8.612536,groupB
5.693937,8.203061,1.790791,groupB
3.033925,7.366756,7.760083,groupB
4.811217,1.549249,3.207137,groupA
3.119316,0.99964,8.374428,groupA
6.070567,7.561579,2.846381,groupB
5.203321,9.523555,8.363639,groupB
0.935091,8.699443,2.968867,groupB
4.733546,4.684201,0.75875,groupA
9.834869,3.390724,2.5698,groupB
0.231644,0.506991,4.668256,groupB
5.768046,3.747893,3.492524,groupB
7.273003,3.601626,9.652079,groupB
5.419667,1.840612,6.487689,groupB
5.645727,6.582551,9.64092,groupB
7.423882,0.684519,0.656617,groupB
1.608604,9.469411,8.504117,groupB
2.168373,7.538018,4.75387,groupB
0.77457,0.911051,1.761052,groupB
7.648366,9.850048,1.602393,groupB
2.405932,5.40106,8.293892,groupB
4.989269,2.661504,5.426664,groupA
9.173734,6.609216,6.794667,groupB
7.840243,9.187447,1.479518,groupA
6.677528,9.056281,6.098388,groupB
5.519588,0.564971,2.748043,groupA
4.3218,9.549586,2.075145,groupB
1.38584,9.654465,5.455823,groupB
2.858963,3.811444,7.357162,groupA
4.134701,2.539313,6.884241,groupA
5.410073,4.349192,1.016455,groupA
6.98019,3.143651,4.103352,groupB
0.827126,8.147192,1.527946,groupB
1.257617,5.865159,7.866128,groupB
2.784943,4.373613,5.83573,groupB
4.492095,8.444995,8.31526,groupB
6.168488,3.407549,7.475459,groupB
5.704464,3.665395,4.381524,groupB
5.674399,3.703316,1.920005,groupB
6.140615,5.596559,9.141239,groupB
9.803441,2.680896,3.31812,groupA
8.033554,5.27085,3.5679,groupB
4.691235,8.655635,5.173167,groupA
1.061485,2.816146,2.034733,groupB
3.157165,3.367818,1.483221,groupA
7.433942,0.266582,8.073539,groupB
2.679265,8.130459,6.728642,groupB
0.373046,8.102001,5.008589,groupB
5.033554,5.582936,6.017404,groupB
7.072473,0.333851,2.033129,groupB
4.648031,4.471276,8.285012,groupB
4.565403,0.63623,6.966156,groupB
6.51096,0.904971,7.611644,groupB
9.088476,3.031858,4.968249,groupB
8.687301,0.145184,7.15811,groupA
2.240185,5.018333,9.225061,groupB
6.070143,7.12777,5.892837,groupB
1.748573,8.205437,7.296748,groupB
8.195215,5.003961,7.05559,groupA
3.072063,4.889,8.037614,groupB
7.03773,6.029979,6.090757,groupA
6.410195,5.535434,9.533463,groupB
2.792121,5.570318,8.148488,groupB
2.341019,6.060885,4.13541,groupB
0.753445,2.196243,2.711469,groupA
5.744926,5.486636,9.397971,groupB
2.693424,2.294681,5.787822,groupA
5.834316,3.331938,2.230332,groupB
0.835825,1.480869,0.05705,groupA
0.588995,2.516737,3.016509,groupA
3.815589,5.362741,9.210299,groupA
3.520718,8.79034,6.577705,groupB
9.937246,0.667107,3.76607,groupB
5.359041,0.695556,2.912211,groupA
8.694812,0.935781,0.782123,groupB
6.682212,2.794149,0.581507,groupB
0.571838,3.571695,8.66794,groupA
9.331575,6.99702,2.311358,groupB
9.581617,0.926382,9.198705,groupB
4.519387,5.683193,8.771582,groupB
5.314974,9.573876,2.523907,groupB
7.462745,5.461286,1.838133,groupB
3.479376,3.022201,1.014738,groupA
3.338646,8.509051,7.927995,groupB
9.974893,5.078288,8.263858,groupB
2.643471,7.518879,6.405089,groupA
6.031788,7.859648,8.81601,groupA
9.839182,3.098424,2.630801,groupB
1.508914,6.488386,6.435658,groupB
5.259613,6.204343,1.103219,groupB
9.113742,5.42553,9.122982,groupB
2.645591,5.136828,5.881292,groupB
2.500511,0.076269,6.295648,groupA
3.167527,8.289146,0.320407,groupB
0.790637,8.055165,2.06656,groupB
5.822128,1.808055,1.823548,groupB
7.150023,2.86,6.537198,groupB
9.30547,1.901489,2.929727,groupB
1.500589,7.145705,9.297417,groupA
9.745029,7.078897,8.987111,groupB
2.900335,2.883115,2.54946,groupA
7.338253,3.687263,3.043147,groupB
5.368518,0.977971,8.249394,groupA
8.331431,0.800271,5.210527,groupA
4.177784,3.744472,5.510228,groupB
1.267245,9.558153,3.968937,groupA
4.435755,2.122117,4.511082,groupA
4.502862,1.321363,0.673247,groupA
4.154681,8.929894,2.953248,groupB
9.715072,4.470356,7.183496,groupB
8.207579,1.79395,9.87289,groupA
5.016909,7.792293,1.78507,groupB
0.028974,6.499088,0.838383,groupA
2.592726,7.224582,6.465101,groupB
3.676381,1.450359,9.783475,groupA
0.895704,6.366748,4.427332,groupB
1.883091,4.499631,2.938441,groupA
8.648415,6.062907,4.066915,groupB
7.231403,6.803543,9.111934,groupB
4.920606,1.306226,0.921098,groupA
3.761191,5.600733,5.6037,groupB
9.648523,4.792231,3.751521,groupB
0.447261,8.452804,0.882043,groupA
4.699615,5.823016,6.671447,groupB
3.943748,4.818071,9.95732,groupA
6.911201,9.563029,8.585497,groupB
5.451497,5.356445,6.101989,groupB
0.141504,0.264591,2.603927,groupA
4.471419,3.76117,1.314006,groupB
0.955816,5.394784,7.109716,groupB
1.673942,0.49063,9.006545,groupA
1.62645,4.916189,1.013473,groupA
4.465866,5.968959,8.321078,groupB
6.094208,3.529011,3.462801,groupB
6.51386,2.081215,6.47577,groupB
8.428677,7.853303,0.375545,groupB
8.621896,0.968845,4.934979,groupB
0.913239,5.013613,7.438611,groupA
5.529884,2.781899,1.581709,groupB
2.047678,2.577622,8.955431,groupB
9.029799,5.529759,4.02549,groupB
8.417373,9.228927,2.594915,groupB
8.836454,3.859426,3.097042,groupB
1.910079,6.878328,4.97013,groupB
2.074951,2.979124,6.02137,groupB
7.843501,4.850353,1.284251,groupA
5.621365,1.80471,7.301178,groupA
9.627122,0.829258,9.72698,groupB
1.117883,9.685088,2.670573,groupB
4.150086,3.842762,7.827817,groupB
7.19346,2.507182,7.932414,groupB
5.689586,4.00832,9.047223,groupB
2.765495,9.104984,9.500048,groupB
2.335126,0.179657,6.571519,groupA
5.307634,9.116442,0.020853,groupB
9.553247,6.949963,1.687587,groupB
9.30469,0.873948,9.957589,groupA
7.062038,5.100616,2.915832,groupB
9.244808,6.597542,4.425799,groupB
0.757785,0.148998,3.049088,groupA
1.004238,5.927682,5.253252,groupA
4.672938,0.733116,8.857859,groupA
5.265122,0.609513,0.992271,groupB
7.618238,2.353293,9.703838,groupB
9.938582,9.763176,1.561167,groupB
4.242215,7.022238,2.47827,groupA
1.589534,4.265573,8.601557,groupA
8.562396,3.736092,9.015483,groupA
6.406705,8.752082,7.183625,groupB
7.660717,1.190673,4.095046,groupB
2.453377,1.351072,2.256765,groupA
4.135275,5.241818,7.058681,groupB
1.287168,8.513362,7.426295,groupB
0.227132,9.792216,2.531084,groupB
5.439075,3.183485,8.421178,groupB
9.672095,2.962163,3.183141,groupB
3.382561,6.273854,1.913307,groupB
3.336683,6.068803,8.73852,groupB
7.1267,2.218462,5.788734,groupB
6.61703,1.92541,6.787339,groupB
2.277462,8.914809,4.729368,groupB
8.670435,7.361861,2.617661,groupB
5.961735,4.176486,5.65464,groupB
6.242921,1.868633,9.378948,groupB
0.996698,6.005835,0.677592,groupB
8.967244,1.195073,2.584856,groupB
6.459294,1.544274,3.181404,groupB
2.257561,4.200616,5.85998,groupA
2.057229,9.019944,3.869466,groupB
7.764485,4.112907,7.697615,groupB
1.742092,1.170694,2.701482,groupA
7.459314,3.837885,3.584935,groupB
7.828007,8.528454,7.319312,groupB
9.276722,4.046625,3.946428,groupB
8.713062,2.92424,9.31106,groupB
5.566424,7.385575,6.344158,groupB
5.637249,5.3849,2.920435,groupB
8.290594,6.849819,0.774727,groupB
1.629217,2.322669,8.407883,groupA
8.772238,4.311291,5.609826,groupB
8.203699,7.584159,0.573366,groupB
8.130519,7.505487,0.688356,groupB
0.67602,9.218183,0.495809,groupA
7.997964,5.489643,0.580391,groupB
5.844885,4.956843,7.976346,groupB
5.52806,0.506635,4.754938,groupA
5.515149,5.2758,1.974917,groupB
9.59472,2.537554,6.546042,groupB
2.876501,0.428399,0.051465,groupB
3.836449,6.046531,4.256343,groupB
3.335627,2.588691,3.18249,groupB
5.100361,6.569181,2.492173,groupB
2.727573,1.004925,9.762344,groupA
8.293189,5.260906,4.222559,groupB
3.29014,3.522019,2.539465,groupA
0.140551,9.821761,0.622701,groupB
4.839002,8.679768,2.495414,groupB
7.863751,0.02427,7.115009,groupB
6.425141,1.174129,3.15045,groupB
2.578199,2.580735,4.427069,groupA
8.390552,1.291576,0.759828,groupB
0.107992,9.241444,4.707647,groupB
2.363781,0.817984,3.933094,groupA
6.304748,9.099064,7.184278,groupB
9.533868,4.179496,7.962911,groupB
7.101538,2.562583,6.994858,groupB
1.592465,4.682064,7.613471,groupA
5.718911,3.990081,8.388466,groupB
8.036345,3.917185,1.909403,groupB
8.914271,4.698216,8.589736,groupB
8.721173,6.513099,9.485532,groupB
1.884816,7.697911,2.831245,groupB
8.22062,7.07558,4.643089,groupB
4.78821,4.576855,4.01203,groupB
6.489751,3.816125,3.431208,groupB
6.877634,0.030388,2.167919,groupA
6.694218,6.945048,3.706961,groupA
2.852329,6.371887,3.042908,groupB
9.500911,6.492442,0.53822,groupB
0.029676,1.886278,5.25316,groupA
3.699106,4.48938,5.969688,groupB
4.940644,6.67089,9.078499,groupB
8.068382,2.013784,3.909088,groupB
3.146623,0.825018,4.725939,groupA
5.786028,2.024765,3.197704,groupB
0.414524,8.857124,6.374415,groupB
6.536699,2.220849,4.569725,groupB
0.578591,8.21036,8.966275,groupB
8.96674,7.702621,4.607983,groupB
9.496695,2.051375,4.06139,groupB
2.787745,2.474473,4.370679,groupA
0.954537,7.600235,1.19444,groupB
4.270603,9.781134,5.999902,groupB
3.762447,4.997943,4.74388,groupB
0.197029,4.095147,4.50864,groupA
6.915236,2.738701,9.036931,groupB
1.701073,3.820306,4.737278,groupA
6.45687,2.190531,5.878621,groupB
4.307589,8.896943,2.829149,groupB
6.147527,1.910381,6.08699,groupB
5.641973,5.721895,1.054605,groupA
4.162482,9.784999,1.572313,groupB
1.187389,4.969692,9.920922,groupA
5.112522,5.115743,1.928601,groupA
0.711172,4.320119,6.833974,groupA
1.070735,6.743002,8.134072,groupB
5.532531,4.72168,6.664468,groupB
7.098207,4.182816,3.70334,groupA
4.52748,9.841492,5.299479,groupB
8.348045,3.843879,6.959996,groupB
4.747091,5.316091,3.307442,groupB
9.481598,9.80732,2.854594,groupB
4.690754,7.791477,7.880953,groupB
0.560941,1.185913,4.999012,groupA
1.613645,2.988688,9.230627,groupA
4.570245,5.962221,7.302679,groupB
5.040026,0.959396,5.904431,groupA
4.1578,7.410078,4.129518,groupA
6.877849,3.011207,0.733867,groupB
2.163929,2.086601,6.450107,groupA
8.732988,7.497485,4.587167,groupB
6.012469,9.801425,2.83752,groupB
3.685873,7.172869,1.772195,groupB
5.435419,8.993583,3.395362,groupB
7.384359,8.130302,9.08357,groupA
3.027679,9.680498,4.295034,groupB
5.883836,8.218192,5.43879,groupB
0.118155,1.162534,2.196391,groupB
0.131307,6.160591,7.797103,groupA
2.877013,7.958991,5.552163,groupB
9.731349,2.548704,5.922136,groupB
7.896647,7.730486,4.465827,groupB
9.500584,6.199889,6.812578,groupB
5.830534,9.612942,0.431063,groupA
4.583024,7.233576,5.92739,groupB
0.753905,7.393839,7.836494,groupB
1.992533,0.577856,2.802906,groupA
4.052125,6.179929,9.792204,groupB
9.007517,7.762881,0.382865,groupB
3.614643,9.990085,2.589762,groupB
6.748708,0.753628,6.032473,groupB
7.160772,2.614206,4.173932,groupA
9.067192,8.519065,6.356696,groupB
7.552555,4.76012,3.016166,groupB
1.128087,7.314304,2.742734,groupB
6.69207,9.179801,6.020124,groupB
9.965292,7.357976,2.160126,groupB
7.067473,3.298384,7.746481,groupB
4.796285,9.317472,9.1102,groupB
1.452354,3.114037,8.536211,groupA
8.84304,9.419968,6.754892,groupB
9.290385,3.677681,1.565121,groupB
5.565987,7.802898,0.677051,groupB
5.79206,5.984487,0.973263,groupB
8.506321,7.992241,7.924314,groupB
4.591443,1.979253,8.152876,groupA
8.966913,0.718076,9.45347,groupB
2.297016,5.766339,2.249274,groupB
0.579479,3.292828,3.790895,groupA
0.942412,2.851159,4.203055,groupA
6.840805,6.697291,0.280317,groupA
4.15983,2.303731,6.285904,groupA
3.789726,4.040011,4.716495,groupB
4.858381,2.237828,5.658184,groupB
7.340526,2.996532,2.241685,groupB
3.995635,7.950668,9.371374,groupB
3.516176,3.92307,9.421792,groupB
0.995613,2.143063,4.011393,groupA
2.970689,1.278541,5.368704,groupA
9.648272,3.621321,6.953133,groupB
2.597553,2.134188,1.296403,groupA
9.03852,9.373744,7.139204,groupB
4.867153,2.193434,7.236757,groupB
1.729133,3.366189,0.308381,groupA
8.856078,7.209151,4.794531,groupB
8.738132,1.421885,4.755927,groupB
9.720045,2.10959,4.705188,groupB
6.470107,6.923974,1.921325,groupA
0.504465,9.026722,1.9473,groupB
2.579838,2.831906,2.923494,groupA
1.663994,9.684397,8.577091,groupB
3.776362,0.81691,7.591616,groupA
8.169659,9.12294,0.264613,groupB
6.116436,3.015405,7.077124,groupB
0.373379,5.96136,0.681572,groupA
8.050347,0.641357,7.381125,groupB
8.771058,2.894954,3.507666,groupB
1.403822,1.058258,5.543463,groupA
0.51138,4.544009,5.33493,groupA
5.934911,3.781157,1.641957,groupB
6.981264,3.92671,9.318324,groupA
1.965303,7.749366,9.684025,groupB
7.810297,1.301924,8.572676,groupA
4.194569,6.207601,1.3173,groupB
9.991491,4.911146,3.792245,groupB
3.374312,9.075292,6.587173,groupB
6.346393,9.652508,6.431737,groupB
4.716785,5.03987,8.321674,groupB
9.287956,7.535373,4.546413,groupB
1.815894,6.592695,1.994312,groupB
7.173576,4.345258,7.091161,groupB
5.360762,0.680022,5.535874,groupA
3.074973,5.519472,5.395072,groupB
1.140165,7.326789,6.062037,groupB
4.273594,5.933304,4.258227,groupB
1.994459,6.507484,1.335215,groupB
6.778885,7.75826,7.615921,groupB
4.075071,1.658968,1.157238,groupA
2.861711,9.798681,0.942147,groupB
1.51982,8.063684,8.742443,groupB
9.12695,8.429192,3.134657,groupB
4.88418,0.66356,7.52551,groupA
2.270566,8.220796,3.03513,groupB
9.563762,7.465742,8.487423,groupB
2.978262,5.937969,2.42322,groupB
3.144496,1.729823,0.077773,groupA
9.954256,5.028162,1.98497,groupB
2.474476,7.390809,1.286606,groupB
4.219686,4.834708,6.10662,groupB
3.129799,1.351728,3.262261,groupA
0.361604,8.806765,0.577696,groupB
7.568628,4.644988,1.44243,groupB
7.427583,3.224495,1.285108,groupB
2.010946,8.56955,3.929452,groupB
7.492757,9.378241,7.455162,groupA
0.57875,8.191923,8.915967,groupB
2.903243,0.812607,6.451607,groupA
6.563809,9.682321,7.000179,groupB
9.566186,0.699955,5.691431,groupB
5.898728,5.029083,3.94875,groupB
8.352872,9.381081,8.136192,groupB
0.989666,1.091105,0.700058,groupB
9.292032,1.83841,1.4829,groupB
5.559776,8.771063,9.299147,groupA
7.606715,2.22281,6.526426,groupA
3.827355,0.145772,7.057987,groupA
1.39945,2.057259,7.928493,groupA
2.524512,6.879247,3.505849,groupB
4.030232,2.61389,0.249569,groupA
5.640482,4.912299,6.558399,groupB
7.145968,0.140347,9.864921,groupB
4.59109,9.660189,1.180802,groupB
3.815872,3.755342,4.183896,groupB
9.409239,0.207125,0.405111,groupB
2.110214,6.106302,1.873626,groupB
7.275231,6.278767,6.144738,groupB
3.268114,5.450853,0.984161,groupB
5.401765,5.006933,9.262102,groupB
1.419018,2.700517,7.705042,groupA
8.901279,3.778408,1.82263,groupB
9.08721,2.016239,2.322012,groupB
2.144624,2.47756,7.889852,groupA
5.187688,7.17798,4.505482,groupB
3.793996,5.494665,3.379901,groupB
4.067289,4.165713,0.485898,groupB
5.200259,9.009177,2.445461,groupB
5.078969,1.590188,5.134195,groupA
1.024108,6.159449,3.862868,groupB
5.569757,6.735513,3.755564,groupB
8.378898,9.525077,2.854781,groupB
0.951301,3.203903,1.493606,groupA
6.319965,5.634025,4.462133,groupA
6.599539,7.651503,9.131261,groupB
5.195141,8.270487,0.433039,groupB
9.228565,9.920012,7.854038,groupB
4.306051,9.636266,7.892823,groupB
0.754749,9.307102,5.79347,groupB
6.600579,3.701987,9.508703,groupB
3.258714,8.207469,6.54334,groupB
1.551262,9.441864,5.821641,groupB
2.163749,5.993395,9.800519,groupB
8.902608,2.996888,7.218853,groupB
1.132969,0.668905,6.718922,groupA
8.484382,8.58449,1.902443,groupB
9.659696,3.935135,0.672629,groupA
0.278808,2.18908,3.762373,groupA
0.525335,4.928658,7.090336,groupA
9.13324,0.644038,3.038001,groupB
3.733054,9.274071,9.804335,groupB
7.222641,6.710449,4.432614,groupB
9.617052,6.067019,3.979215,groupB
2.033773,0.726896,3.288021,groupA
3.577125,3.66284,8.204193,groupA
2.760105,9.96613,7.760606,groupB
1.344325,7.771439,9.773335,groupB
7.295214,3.982828,8.808366,groupB
6.099377,3.365443,1.461238,groupB
5.352518,3.882318,1.483629,groupB
7.520902,7.160187,3.154661,groupB
3.551596,7.088883,3.343564,groupB
5.879649,1.499827,5.630735,groupB
2.385692,0.61567,0.056244,groupA
4.029309,9.749034,0.178303,groupB
2.824834,5.0245,3.20754,groupA
4.451684,1.618796,1.934789,groupA
1.222019,2.875656,6.629638,groupB
6.653934,2.138299,4.78966,groupB
0.711897,2.470401,8.073442,groupA
4.171816,5.740491,6.772862,groupB
7.484859,6.751712,6.271882,groupB
4.372695,4.026085,3.348991,groupB
6.922734,0.937247,0.043348,groupB
9.491923,9.46108,7.988085,groupB
7.92316,4.315386,0.461946,groupB
7.377419,9.402656,1.563091,groupB
6.265283,3.262634,2.767399,groupB
0.315553,8.380667,8.061403,groupB
9.581445,8.437361,0.183135,groupB
6.820705,1.018127,4.498429,groupB
0.521155,2.7446,5.307959,groupB
4.897655,2.938322,9.799599,groupB
8.632689,2.667626,3.229925,groupB
2.572213,7.1774,3.383435,groupB
6.196713,6.088127,1.070055,groupB
5.529807,6.291687,3.006381,groupB
9.019702,9.215065,2.432598,groupB
1.111955,5.807571,3.232802,groupB
4.378732,6.053496,0.610602,groupB
9.082987,2.217811,9.908149,groupB
0.738467,6.165235,4.547026,groupA
4.312898,5.737727,6.195742,groupB
5.475462,9.580955,2.255523,groupB
6.876343,6.500387,9.04656,groupB
0.272388,5.320446,3.546565,groupA
9.209569,7.871748,9.413641,groupB
0.679652,0.937859,6.049382,groupA
7.789474,6.968915,8.716148,groupB
6.28124,7.256903,8.327138,groupB
1.07154,1.032645,7.260117,groupA
1.841289,2.648908,3.083792,groupA
3.992479,9.550598,1.553427,groupB
4.438138,4.285506,9.576964,groupB
6.077575,5.792385,4.536192,groupB
3.96891,2.527683,3.239655,groupA
7.056247,2.388093,6.779092,groupB
8.411208,2.48571,7.294249,groupB
3.713674,9.622629,4.632143,groupB
7.768106,5.772576,2.969043,groupB
0.917862,8.486104,9.031049,groupB
3.866751,4.459186,2.528833,groupB
2.510489,3.727214,9.191274,groupB
0.046416,1.910244,0.163705,groupA
7.573712,2.41688,6.345584,groupB
8.334177,7.119148,0.089989,groupB
9.926122,4.432608,9.483855,groupB
5.131205,7.296574,3.231067,groupB
7.286223,5.496986,1.258336,groupA
8.470203,6.983078,3.759069,groupB
8.820722,3.973243,4.80492,groupB
1.921184,2.194206,5.141221,groupA
1.31771,0.422295,0.286022,groupA
4.184992,5.956047,9.87282,groupB
9.030674,8.838271,6.749575,groupA
6.176376,4.256073,2.929498,groupB
6.014364,3.710752,8.262797,groupA
5.083825,6.457335,6.745088,groupB
4.721635,0.937541,6.414511,groupA
2.092911,7.019031,7.542336,groupB
9.691155,7.267369,5.659386,groupA
2.4163,7.52692,6.359227,groupB
2.389629,3.058795,2.364121,groupA
8.149014,7.057182,5.196548,groupB
0.91949,7.986574,2.594978,groupB
0.236232,5.916585,6.022382,groupA
3.214782,6.255233,2.742097,groupB
0.281701,8.411256,7.874755,groupB
9.167692,2.295145,1.716424,groupB
3.628639,4.38273,3.501444,groupB
8.798643,1.721646,4.081624,groupB
7.388555,9.292603,9.08749,groupB
7.432279,5.885435,0.39033,groupB
2.86821,5.807928,1.677888,groupB
4.698065,2.655708,0.265032,groupA
5.267763,7.69581,9.57378,groupB
5.637035,4.282758,8.123825,groupB
8.293175,7.333086,2.427864,groupB
9.389282,4.795195,7.521353,groupB
1.82839,8.12439,2.759121,groupB
2.746954,8.240919,8.160338,groupB
6.909951,5.422866,3.561472,groupB
1.857251,5.476883,9.361015,groupB
8.731389,7.164709,9.208786,groupB
2.294212,6.892843,8.617827,groupA
3.53136,6.348437,3.891446,groupB
2.628139,5.852465,9.682707,groupB
8.663629,7.003526,4.264961,groupA
8.360937,7.944857,2.147331,groupB
4.182607,8.682269,6.340683,groupB
6.186487,5.463703,2.919072,groupB
7.899551,1.38711,0.891974,groupB
7.995004,6.557794,8.157012,groupB
0.01613,5.381786,6.27805,groupA
7.001314,1.834408,8.704669,groupB
6.458876,1.02142,6.421973,groupA
8.005469,5.688956,5.407461,groupA
5.834332,4.308243,5.674378,groupB
3.204161,4.66085,1.059977,groupB
2.408974,5.413826,4.435,groupB
3.517478,0.078031,7.942894,groupB
8.147177,2.594018,4.220777,groupA
6.912513,7.123689,1.115778,groupB
8.165445,5.901322,2.057071,groupB
7.454947,2.468037,4.55391,groupB
5.452589,3.239068,7.118673,groupB
5.588653,8.821023,9.799064,groupB
9.086539,2.686057,5.246337,groupB
2.124557,4.498687,2.413206,groupA
4.928211,1.38291,9.048061,groupA
6.199995,1.820019,6.228849,groupB
3.402184,4.538043,5.482745,groupB
9.626528,0.652423,3.297482,groupB
9.113636,3.653073,2.904062,groupB
1.554237,4.798903,6.611309,groupA
6.326411,8.202233,7.096989,groupB
8.215168,3.049805,5.486637,groupB
7.437021,1.219442,5.662338,groupB
3.492017,9.625674,1.680376,groupB
4.926385,0.082253,5.279605,groupA
8.742894,8.376489,3.564298,groupB
6.936781,6.164653,7.435474,groupA
9.820576,9.887318,1.923066,groupB
7.409282,2.428507,6.704458,groupB
3.681588,8.093339,9.949097,groupB
5.429536,0.586006,1.002829,groupA
4.372398,4.704918,4.397763,groupB
5.480977,1.84103,2.379684,groupB
1.129888,5.867343,7.050398,groupA
7.20509,8.640351,0.267385,groupB
2.499978,1.975899,2.556739,groupB
9.462649,8.557571,1.59461,groupB
5.858173,5.115965,3.920418,groupB
4.456961,7.289659,6.990065,groupB
7.017279,9.27359,7.498231,groupB
7.151496,9.729211,6.047856,groupB
7.45707,7.15205,0.590631,groupB
7.795903,1.655199,5.39402,groupB
3.134767,4.773869,1.094152,groupB
1.802046,0.027101,9.898365,groupA
3.651751,0.839905,1.826714,groupA
1.900494,4.089567,5.781439,groupA
0.591103,4.505253,5.78144,groupA
6.00108,4.6565,8.64973,groupB
1.903064,6.333757,7.674287,groupA
0.533649,1.869306,7.970056,groupA
8.962841,1.137437,4.001346,groupB
4.121688,6.703307,2.624897,groupB
9.586513,3.494674,4.227458,groupB
1.540969,9.931294,7.286214,groupB
9.254286,6.607821,0.573592,groupA
0.074006,6.073174,8.072905,groupA
7.838902,4.316563,5.832521,groupB
2.134088,1.551911,4.04015,groupA
4.272669,9.778586,1.171949,groupB
1.418977,6.816666,5.525303,groupB
5.076343,4.200858,1.207685,groupB
7.681204,9.121628,8.195052,groupB
9.137022,7.629697,8.713956,groupB
8.868045,3.922605,4.334482,groupA
7.171377,9.485883,5.452658,groupB
0.653245,8.114906,5.505965,groupB
5.429719,6.305876,0.298249,groupB
8.640851,7.606092,8.920448,groupB
4.255092,5.262735,7.844505,groupB
7.426695,2.506131,8.27327,groupB
1.073093,6.697025,0.445479,groupB
7.073181,0.461732,4.261254,groupB
1.474787,4.415566,9.842106,groupA
8.785944,7.840097,1.397311,groupB
7.814473,8.659219,1.168532,groupB
3.830965,0.684408,9.813979,groupA
8.150363,3.949762,7.493504,groupB
9.505702,6.12762,3.348673,groupB
8.264533,1.963718,6.879345,groupB
4.759017,7.810988,5.169983,groupB
7.463233,0.174906,9.069615,groupA
4.978002,2.994231,7.539361,groupB
0.507905,9.549399,7.616229,groupA
4.035214,8.382146,1.246251,groupB
5.878996,9.067648,9.314378,groupB
9.972665,3.947319,5.293939,groupB
5.362432,6.573538,9.549041,groupB
0.265432,9.683088,5.20374,groupB
7.216998,0.248222,1.254255,groupB
0.122767,1.223078,9.92082,groupA
6.093521,4.499452,8.410825,groupB
